Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
0,1.0,1.0,0.38317906865728846,0.125,0.16666666666666666,0.3574588034684496,0.0
0,1.0,1.0,0.4768319267563671,0.125,0.0,0.5143031687425621,1.0
0,1.0,1.0,,0.0,0.0,0.3464032120058173,0.0
0,1.0,1.0,0.49734276888738427,0.0,0.0,0.4664848597225169,1.0
1,0.0,0.0,0.450565459777283,0.0,0.16666666666666666,0.5971016752349488,1.0
0,0.5,0.0,0.5635049628108479,0.0,0.0,0.4895936900036676,1.0
1,1.0,0.0,,0.0,0.0,0.42022887813169896,0.5
1,1.0,0.0,,0.0,0.0,0.42022887813169896,0.5
0,1.0,1.0,0.5747675236527549,0.125,0.6666666666666666,0.5541822734678037,1.0
0,0.5,1.0,0.5058003725529221,0.125,0.0,0.5513742636740908,0.0
0,1.0,0.0,0.5987240403310208,0.0,0.16666666666666666,0.49951692650738605,0.0
0,1.0,1.0,0.5461549750624424,0.0,0.0,0.3270734992848313,1.0
0,1.0,1.0,,0.125,0.0,0.5067685847733391,0.5
0,1.0,1.0,0.5133270005850489,0.0,0.0,0.36814570743360975,1.0
1,0.0,0.0,0.6767077140108874,0.125,0.0,0.6192142233470896,0.0
1,1.0,0.0,,0.0,0.0,0.3574588034684496,0.0
1,1.0,0.0,,0.0,0.0,0.39492446436253303,0.5
1,0.0,0.0,0.46725377239986554,0.0,0.0,0.6100415266275235,0.0
1,0.0,1.0,0.4768319267563671,0.125,0.0,0.5975317599661084,0.0
0,1.0,1.0,0.4106276074984845,0.125,0.0,0.3072599427693445,1.0
0,1.0,1.0,0.4232560095587681,0.0,0.0,0.4483469373725304,1.0
0,0.0,1.0,0.450565459777283,0.0,0.0,0.6729265007057594,0.0
0,1.0,0.0,0.3282764692216502,0.375,0.16666666666666666,0.5236656813522597,1.0
1,0.0,0.0,,0.125,0.0,0.6350166209398078,0.0
1,1.0,0.0,0.450565459777283,0.0,0.0,0.36814570743360975,1.0
0,0.0,1.0,0.4903222603754447,0.0,0.3333333333333333,0.7016908886239155,0.0
0,1.0,1.0,0.43191636385030885,0.0,0.0,0.2983994272059164,0.0
0,1.0,1.0,0.4232560095587681,0.0,0.0,0.4064512868764628,1.0
1,0.0,0.0,0.5846442367504481,0.0,0.0,0.7112289157385866,0.0
1,1.0,0.0,0.28877108425200393,0.0,0.3333333333333333,0.5084561213660204,0.0
0,1.0,1.0,0.5274190162439124,0.0,0.0,0.43828637974458046,1.0
1,0.0,0.0,0.5461549750624424,0.125,0.0,0.5916289642426651,1.0
0,1.0,1.0,,0.0,0.0,0.42845836148554584,1.0
0,0.5,1.0,0.4106276074984845,0.0,0.0,0.6173277077533108,1.0
0,1.0,1.0,0.28877108425200393,0.625,0.3333333333333333,0.5850006231744665,1.0
1,0.5,0.0,0.5536170408806728,0.0,0.0,0.4895936900036676,1.0
0,1.0,1.0,,0.0,0.0,0.3820676989289761,0.5
1,0.5,0.0,0.3996249984573158,0.0,0.0,0.4804769437603943,0.0
1,0.0,1.0,0.5536170408806728,0.125,0.3333333333333333,0.663972513630626,1.0
1,1.0,1.0,0.4406421050138048,0.0,0.0,0.4117376275840675,1.0
0,1.0,1.0,0.49734276888738427,0.25,0.0,0.43828637974458046,1.0
1,0.0,0.0,0.4586669572844901,0.125,0.0,0.6599819216588341,0.0
1,1.0,0.0,0.46725377239986554,0.0,0.3333333333333333,0.5133270005850489,1.0
0,1.0,1.0,0.450565459777283,0.0,0.0,0.4117376275840675,1.0
0,1.0,0.0,0.5211836891200355,0.0,0.0,0.4167698439704556,1.0
0,0.5,1.0,0.6046378629008248,0.0,0.0,0.5373931885097546,1.0
0,0.5,1.0,0.4586669572844901,0.0,0.0,0.4740870124718861,1.0
1,0.5,0.0,0.49734276888738427,0.0,0.0,0.4832971405940759,1.0
1,1.0,1.0,0.5683943213256837,0.0,0.0,0.43828637974458046,1.0
0,1.0,1.0,0.48398492157353723,0.0,0.0,0.4483469373725304,1.0
0,1.0,0.0,0.4406421050138048,0.125,0.0,0.46878539403368413,1.0
0,1.0,1.0,0.49734276888738427,0.125,0.0,0.50943500827718,1.0
0,1.0,0.0,0.43191636385030885,0.0,0.0,0.4599876370181719,1.0
0,0.5,1.0,0.5394862107510237,0.125,0.0,0.5221747008933499,1.0
0,1.0,1.0,0.6324753476211937,0.0,0.0,0.39492446436253303,1.0
1,0.5,1.0,0.3282764692216502,0.125,0.16666666666666666,0.515770221625511,1.0
0,1.0,1.0,0.4406421050138048,0.0,0.0,0.4064512868764628,1.0
0,1.0,0.0,,0.375,0.16666666666666666,0.5312146059569067,1.0
0,1.0,1.0,,0.0,0.0,0.42845836148554584,1.0
0,1.0,1.0,,0.0,0.0,0.3146974849945433,0.5
1,0.0,0.0,0.5340289386283543,0.125,0.0,0.6455065498742252,0.5
0,0.5,1.0,,0.0,0.0,0.0,1.0
1,1.0,1.0,0.5927763772255862,0.0,0.0,0.43828637974458046,1.0
0,1.0,0.0,,0.0,0.0,0.4483469373725304,1.0
1,0.5,0.0,0.5394862107510237,0.125,0.16666666666666666,0.5694608426684464,1.0
1,0.5,0.0,0.4106276074984845,0.0,0.3333333333333333,0.4895936900036676,1.0
0,0.5,1.0,0.5133270005850489,0.0,0.0,0.4895936900036676,1.0
0,1.0,0.0,0.3699766403292326,0.0,0.3333333333333333,0.5294376382632878,1.0
0,1.0,1.0,,0.0,0.0,0.42845836148554584,0.0
0,1.0,1.0,0.4406421050138048,0.0,0.0,0.3836826214666587,0.5
0,1.0,1.0,0.5058003725529221,0.0,0.0,0.41974417174645506,1.0
0,1.0,0.0,0.49734276888738427,0.125,0.16666666666666666,0.4983091627838716,1.0
0,1.0,1.0,0.4106276074984845,0.125,0.16666666666666666,0.5192082852064193,1.0
0,1.0,1.0,,0.0,0.0,0.36814570743360975,1.0
1,0.5,0.0,0.49734276888738427,0.125,0.0,0.5373931885097546,1.0
1,0.5,0.0,0.4232560095587681,0.0,0.0,0.5373931885097546,1.0
0,1.0,1.0,,0.0,0.0,0.39492446436253303,0.5
1,1.0,1.0,0.5274190162439124,0.0,0.0,0.4483469373725304,1.0
1,0.0,1.0,0.49734276888738427,0.0,0.0,0.5477878099218253,1.0
1,1.0,0.0,,0.125,0.0,0.5118652871156263,1.0
1,0.5,0.0,0.5846442367504481,0.125,0.0,0.5373931885097546,1.0
0,1.0,1.0,0.3996249984573158,0.0,0.0,0.3360274863599648,1.0
0,0.0,1.0,0.6253579602329997,0.125,0.0,0.5980532373294767,1.0
1,0.0,0.0,0.3784950149820745,0.125,0.3333333333333333,0.663972513630626,1.0
0,1.0,0.0,0.4406421050138048,0.25,0.3333333333333333,0.5721802927901016,1.0
1,0.5,0.0,0.46725377239986554,0.25,0.5,0.515770221625511,1.0
0,0.0,1.0,0.7061426309319276,0.125,0.6666666666666666,0.7476408695413723,1.0
0,0.5,1.0,0.5211836891200355,0.0,0.0,0.4740870124718861,1.0
1,0.5,0.0,0.5987240403310208,0.125,0.16666666666666666,0.5429282407860633,1.0
0,1.0,1.0,0.43191636385030885,0.0,0.0,0.4664848597225169,1.0
0,1.0,1.0,0.4768319267563671,0.125,0.0,0.4064512868764628,1.0
1,0.5,0.0,0.49734276888738427,0.0,0.0,0.4895936900036676,1.0
1,1.0,1.0,,0.0,0.0,0.45518936412136535,1.0
1,0.0,1.0,0.3400180783317568,0.0,0.3333333333333333,0.6340356533330944,1.0
1,0.5,0.0,0.37569985526631694,0.0,0.16666666666666666,0.5182236662660242,1.0
1,0.0,1.0,0.5394862107510237,0.0,0.0,0.5477878099218253,1.0
1,1.0,0.0,0.34894368318324626,0.25,0.16666666666666666,0.5172409540933649,0.0
1,0.0,1.0,0.6383320932000024,0.0,0.0,0.5626065760269885,1.0
0,0.5,1.0,0.5536170408806728,0.125,0.3333333333333333,0.552772643984155,1.0
0,1.0,1.0,,0.125,0.0,0.5187157304845567,1.0
0,0.0,1.0,0.5133270005850489,0.0,0.0,0.552772643984155,0.0
1,0.0,1.0,0.6193881876825791,0.125,0.0,0.642598432999677,0.0
0,1.0,1.0,,0.0,0.0,0.4483469373725304,1.0
1,1.0,1.0,0.5058003725529221,0.0,0.0,0.42845836148554584,0.0
0,0.0,1.0,0.7169853311392642,0.0,0.0,0.5477878099218253,1.0
1,0.0,0.0,,0.125,0.0,0.5893723924921064,1.0
1,0.5,0.0,0.6253579602329997,0.0,0.0,0.4740870124718861,1.0
0,1.0,1.0,,0.0,0.0,0.39492446436253303,0.5
1,0.0,1.0,0.6143343358519379,0.0,0.0,0.5477878099218253,1.0
0,1.0,1.0,0.5394862107510237,0.0,0.0,0.4483469373725304,1.0
0,0.0,1.0,0.60820229008468,0.0,0.0,0.57677502999734,1.0
0,0.5,1.0,0.6143343358519379,0.0,0.0,0.4895936900036676,1.0
0,1.0,1.0,,0.0,0.0,0.4483469373725304,1.0
0,1.0,1.0,0.5635049628108479,0.0,0.0,0.3270734992848313,1.0
0,0.5,1.0,,0.0,0.0,0.0,1.0
0,0.0,1.0,0.6571603408131788,0.0,0.0,0.5477878099218253,1.0
0,1.0,1.0,,0.0,0.0,0.3820183715789969,0.5
1,1.0,0.0,0.24502580898455945,0.25,0.16666666666666666,0.5172409540933649,0.0
0,1.0,1.0,,0.0,0.0,0.36814570743360975,1.0
0,1.0,1.0,0.5635049628108479,0.0,0.0,0.4599876370181719,1.0
1,0.5,0.0,0.5340289386283543,0.125,0.3333333333333333,0.552772643984155,1.0
1,0.5,0.0,0.4586669572844901,0.0,0.0,0.49678335748513547,0.0
0,1.0,0.0,0.450565459777283,0.0,0.0,0.46924595440167244,1.0
0,0.0,1.0,,0.0,0.0,0.5916289642426651,1.0
0,0.5,1.0,0.5394862107510237,0.125,0.0,0.5221747008933499,1.0
0,1.0,1.0,0.5058003725529221,0.125,0.0,0.3205816824960721,1.0
0,1.0,1.0,0.450565459777283,0.0,0.0,0.3751970621559405,1.0
1,1.0,0.0,0.31321930524371544,0.0,0.16666666666666666,0.48081479719234826,1.0
0,1.0,1.0,0.3649833790507831,0.625,0.3333333333333333,0.5850006231744665,1.0
0,0.5,1.0,,0.0,0.0,0.0,1.0
0,1.0,1.0,0.6253579602329997,0.0,0.0,0.4483469373725304,1.0
1,1.0,0.0,0.7004695579312297,0.0,0.0,0.4682757519139696,1.0
1,0.0,1.0,0.4768319267563671,0.125,0.0,0.6478248908169066,0.0
0,1.0,0.0,,0.375,0.16666666666666666,0.5312146059569067,1.0
1,0.0,0.0,0.5461549750624424,0.125,0.0,0.6455065498742252,1.0
0,0.0,1.0,0.6660784882775902,0.0,0.0,0.558774541820896,0.0
0,1.0,1.0,0.5133270005850489,0.0,0.0,0.4483469373725304,1.0
1,1.0,1.0,0.3649833790507831,0.125,0.16666666666666666,0.5102284139195702,1.0
0,1.0,1.0,,0.125,0.0,0.5187157304845567,1.0
0,1.0,1.0,0.4406421050138048,0.0,0.0,0.36814570743360975,1.0
0,0.0,1.0,0.6527380875240476,0.0,0.0,0.5626065760269885,1.0
0,0.0,1.0,0.7549741910060305,0.0,0.0,0.5871664042065919,0.0
0,1.0,1.0,0.4406421050138048,0.0,0.0,0.4483469373725304,1.0
0,1.0,1.0,,0.0,0.0,0.5007246140365249,0.0
1,0.0,0.0,0.6462699067792277,0.125,0.0,0.6253579602329997,0.0
0,1.0,1.0,,0.0,0.0,0.5039633487852718,1.0
0,0.0,0.0,0.4768319267563671,0.125,0.3333333333333333,0.6807836801695953,1.0
0,1.0,1.0,0.46725377239986554,0.0,0.0,0.4117376275840675,1.0
0,1.0,1.0,0.3996249984573158,0.0,0.0,0.4599876370181719,1.0
0,1.0,0.0,0.4406421050138048,0.0,0.0,0.39492446436253303,0.5
0,1.0,0.0,,0.0,0.0,0.3786135253317033,0.5
0,1.0,0.0,0.5596503913434,0.0,0.0,0.4682757519139696,1.0
1,0.0,0.0,0.3908830808781312,0.0,0.0,0.6404030247022602,1.0
0,0.0,1.0,0.4106276074984845,0.125,0.0,0.6527380875240476,0.0
1,0.5,0.0,0.5340289386283543,0.0,0.3333333333333333,0.5373931885097546,1.0
1,0.0,1.0,,0.0,0.0,0.5477878099218253,1.0
0,1.0,1.0,0.49734276888738427,0.0,0.0,0.525288765236533,1.0
1,1.0,1.0,0.48398492157353723,0.0,0.0,0.600375001533275,1.0
1,1.0,1.0,0.5058003725529221,0.0,0.0,0.39492446436253303,0.5
0,1.0,1.0,,0.0,0.0,0.4483469373725304,1.0
1,0.0,1.0,0.5536170408806728,0.0,0.0,0.5448043910802258,1.0
1,0.0,0.0,0.6462699067792277,0.125,0.0,0.6050132529581245,0.0
0,1.0,1.0,0.46725377239986554,0.0,0.0,0.37464203975759114,1.0
0,0.0,1.0,0.60820229008468,0.0,0.0,0.5712005078125344,1.0
1,0.5,0.0,0.5394862107510237,0.0,0.0,0.4740870124718861,1.0
0,1.0,1.0,,0.0,0.0,0.5294376382632878,0.5
1,0.5,0.0,0.5536170408806728,0.125,0.0,0.5373931885097546,1.0
0,1.0,1.0,0.5274190162439124,0.0,0.0,0.42845836148554584,1.0
1,0.0,0.0,0.5133270005850489,0.0,0.0,0.6494195154377587,1.0
0,1.0,1.0,0.450565459777283,0.0,0.0,0.42845836148554584,1.0
0,1.0,1.0,,0.0,0.0,0.3464032120058173,0.0
1,0.0,0.0,0.5927763772255862,0.0,0.16666666666666666,0.6046378629008248,0.0
0,1.0,1.0,,0.0,0.0,0.3574588034684496,0.0
0,1.0,1.0,0.5780798256827111,0.0,0.0,0.39492446436253303,0.5
1,0.5,0.0,0.6253579602329997,0.0,0.0,0.4740870124718861,1.0
0,0.0,1.0,,0.0,0.0,0.7034337214052103,1.0
0,1.0,1.0,0.5683943213256837,0.0,0.0,0.43828637974458046,1.0
0,0.5,1.0,0.4586669572844901,0.25,0.16666666666666666,0.4795580903960572,1.0
1,0.5,0.0,0.31321930524371544,0.125,0.16666666666666666,0.5373931885097546,1.0
0,1.0,1.0,,0.0,0.0,0.3574588034684496,0.0
0,1.0,1.0,0.3996249984573158,0.125,0.16666666666666666,0.3574588034684496,0.0
1,1.0,0.0,,0.0,0.3333333333333333,0.5251623727298073,0.0
0,1.0,0.0,0.5133270005850489,0.0,0.0,0.4599876370181719,1.0
1,0.5,0.0,0.35599324227042795,0.0,0.3333333333333333,0.5429282407860633,1.0
0,0.0,1.0,0.5987240403310208,0.0,0.0,0.5477878099218253,1.0
1,0.0,0.0,0.5133270005850489,0.0,0.0,0.6510563168073445,0.0
0,1.0,1.0,,0.0,0.0,0.5021740067115567,1.0
1,0.0,0.0,0.450565459777283,0.0,0.3333333333333333,0.587161140168473,0.0
1,0.0,0.0,0.5536170408806728,0.0,0.3333333333333333,0.6148255246732606,1.0
0,1.0,0.0,0.3649833790507831,0.5,0.3333333333333333,0.5665407176699173,1.0
0,1.0,0.0,0.37176161702188726,0.5,0.3333333333333333,0.5665407176699173,1.0
1,0.5,1.0,0.5274190162439124,0.125,0.0,0.5373931885097546,1.0
0,0.0,1.0,0.6253579602329997,0.125,0.0,0.6510563168073445,0.0
0,0.0,1.0,0.7061426309319276,0.0,0.0,0.5373931885097546,1.0
1,0.5,0.0,0.4232560095587681,0.125,0.0,0.5373931885097546,1.0
1,0.5,1.0,,0.0,0.0,0.49720990802641796,0.0
0,1.0,1.0,0.5340289386283543,0.125,0.16666666666666666,0.5204419095945336,1.0
1,0.5,1.0,0.35959697528833057,0.125,0.16666666666666666,0.575422801995535,1.0
1,0.0,1.0,0.3996249984573158,0.0,0.3333333333333333,0.656249213797818,0.0
0,0.5,1.0,0.4903222603754447,0.0,0.0,0.5373931885097546,1.0
0,1.0,1.0,,0.0,0.0,0.4135619907194409,0.5
1,1.0,1.0,0.450565459777283,0.0,0.0,0.3464032120058173,0.0
1,1.0,0.0,0.450565459777283,0.0,0.0,0.4064512868764628,1.0
0,0.0,1.0,0.6918079091781747,0.0,0.0,0.5477878099218253,1.0
1,0.0,0.0,0.6143343358519379,0.125,0.0,0.5793152691792649,0.0
0,0.0,1.0,,0.0,0.0,0.7112289157385866,0.0
1,0.0,0.0,0.5683943213256837,0.125,0.16666666666666666,0.6312386886545315,1.0
1,1.0,0.0,0.5536170408806728,0.125,0.0,0.5139178678456003,1.0
0,1.0,1.0,,0.0,0.0,0.39492446436253303,0.5
0,1.0,1.0,0.5747675236527549,0.0,0.0,0.42845836148554584,1.0
0,0.5,1.0,0.49734276888738427,0.0,0.0,0.4961343875757615,1.0
0,1.0,1.0,,0.0,0.0,0.4483469373725304,1.0
0,1.0,0.0,,0.0,0.0,0.4483469373725304,1.0
0,1.0,1.0,0.46725377239986554,0.25,0.0,0.5294376382632878,1.0
0,1.0,1.0,0.4232560095587681,0.0,0.0,0.42845836148554584,1.0
0,1.0,0.0,0.5058003725529221,0.0,0.6666666666666666,0.5236656813522597,1.0
0,1.0,1.0,,0.0,0.0,0.3574588034684496,0.0
1,1.0,1.0,0.5274190162439124,0.0,0.0,0.4167698439704556,1.0
1,0.5,1.0,0.6918079091781747,0.0,0.0,0.4740870124718861,1.0
1,0.0,0.0,0.6418319207333455,0.25,0.0,0.5891188404444152,1.0
1,0.0,1.0,0.5536170408806728,0.0,0.0,0.5449266364115563,1.0
1,1.0,0.0,,0.0,0.0,0.39492446436253303,0.5
0,1.0,1.0,0.3908830808781312,0.0,0.0,0.4483469373725304,1.0
0,1.0,1.0,0.4232560095587681,0.0,0.0,0.5021740067115567,1.0
1,0.5,0.0,0.5394862107510237,0.0,0.0,0.4895936900036676,1.0
1,0.0,0.0,0.5683943213256837,0.125,0.0,0.5980532373294767,1.0
0,1.0,0.0,,0.125,0.0,0.5007246140365249,0.0
1,1.0,1.0,0.5274190162439124,0.0,0.0,0.43828637974458046,1.0
1,0.5,0.0,0.4768319267563671,0.125,0.16666666666666666,0.5599434405908574,1.0
1,0.0,0.0,0.5683943213256837,0.125,0.16666666666666666,0.656249213797818,0.0
0,0.5,1.0,0.6462699067792277,0.0,0.0,0.5373931885097546,1.0
0,0.0,1.0,0.5536170408806728,0.0,0.0,0.5820708598231332,0.0
0,1.0,1.0,,0.0,0.0,0.4621777537390971,0.0
1,0.0,0.0,0.4106276074984845,0.0,0.3333333333333333,0.6312386886545315,1.0
0,0.5,1.0,0.60820229008468,0.0,0.0,0.5035525404159275,1.0
1,0.0,1.0,0.6767077140108874,0.125,0.16666666666666666,0.6288284496418153,0.0
0,1.0,1.0,0.450565459777283,0.0,0.0,0.4483469373725304,1.0
0,1.0,1.0,,0.0,0.0,0.4483469373725304,1.0
0,1.0,1.0,0.5461549750624424,0.0,0.0,0.3360274863599648,1.0
1,0.0,0.0,0.6383320932000024,0.125,0.0,0.6253579602329997,0.0
0,1.0,1.0,0.60820229008468,0.0,0.0,0.36814570743360975,1.0
0,1.0,0.0,,0.0,0.3333333333333333,0.39492446436253303,0.5
0,0.5,1.0,0.5596503913434,0.125,0.0,0.5373931885097546,1.0
0,1.0,1.0,0.5536170408806728,0.125,0.16666666666666666,0.5294376382632878,1.0
1,0.5,0.0,,0.0,0.0,0.5702736913393502,1.0
0,1.0,1.0,0.6193881876825791,0.0,0.0,0.0,1.0
0,1.0,1.0,,0.0,0.0,0.3464032120058173,0.0
1,0.0,1.0,0.6193881876825791,0.125,0.0,0.6028224959890677,0.0
1,0.5,0.0,0.46725377239986554,0.25,0.16666666666666666,0.55026334283178,1.0
0,1.0,1.0,,0.0,0.0,0.42845836148554584,1.0
0,0.0,1.0,,0.0,0.0,0.5836556734751609,1.0
0,1.0,1.0,0.5927763772255862,0.0,0.0,0.4483469373725304,1.0
1,0.0,1.0,0.5461549750624424,0.0,0.0,0.5477878099218253,0.0
0,1.0,1.0,0.5536170408806728,0.125,0.0,0.5078497074031254,1.0
0,1.0,1.0,0.5133270005850489,0.0,0.0,0.42845836148554584,1.0
1,0.0,1.0,0.4903222603754447,0.0,0.0,0.5626065760269885,1.0
1,0.5,0.0,0.450565459777283,0.125,0.3333333333333333,0.5828794417891092,0.0
1,0.0,0.0,0.5747675236527549,0.0,0.0,0.6867806947468754,1.0
0,1.0,0.0,0.5683943213256837,0.125,0.8333333333333333,0.5665407176699173,1.0
0,1.0,1.0,,0.0,0.0,0.3270734992848313,1.0
1,1.0,0.0,,0.125,0.0,0.5067685847733391,0.5
0,1.0,1.0,,0.0,0.0,0.39492446436253303,0.5
0,1.0,1.0,0.5461549750624424,0.0,0.0,0.4483469373725304,1.0
1,0.5,0.0,0.46725377239986554,0.125,0.3333333333333333,0.6081254546898827,1.0
0,1.0,1.0,0.5394862107510237,0.125,0.16666666666666666,0.4983091627838716,1.0
0,1.0,0.0,0.48398492157353723,0.125,0.0,0.5118652871156263,1.0
1,0.5,0.0,0.3400180783317568,0.25,0.16666666666666666,0.5777444618916184,1.0
0,0.5,1.0,0.48398492157353723,0.0,0.0,0.4740870124718861,1.0
0,1.0,1.0,0.4903222603754447,0.125,0.0,0.49951692650738605,0.0
1,0.0,1.0,0.5846442367504481,0.125,0.0,0.5939371525276729,1.0
1,1.0,1.0,0.43191636385030885,0.125,0.16666666666666666,0.5084561213660204,0.0
0,1.0,1.0,0.4406421050138048,0.0,0.0,0.4167698439704556,1.0
0,1.0,1.0,0.4406421050138048,0.0,0.0,0.5118652871156263,1.0
0,0.0,1.0,0.6836929232403552,0.0,0.0,0.5693520195269697,1.0
0,0.5,1.0,0.6612517117443774,0.0,0.0,0.48128426950603415,0.5
1,0.0,0.0,0.4406421050138048,0.0,0.0,0.624236700310742,1.0
0,1.0,1.0,0.48398492157353723,0.0,0.0,0.42845836148554584,1.0
0,1.0,1.0,,0.0,0.0,0.3836826214666587,0.5
1,0.0,1.0,1.0,0.0,0.0,0.5599434405908574,1.0
0,1.0,1.0,0.6324753476211937,0.0,0.0,0.3327273927227383,1.0
1,0.0,1.0,0.5274190162439124,0.0,0.0,0.5626065760269885,0.0
0,0.0,1.0,,0.0,0.0,0.0,1.0
0,1.0,0.0,0.3649833790507831,0.375,0.3333333333333333,0.5541822734678037,1.0
1,0.5,0.0,0.49734276888738427,0.0,0.0,0.4895936900036676,1.0
0,1.0,1.0,0.5274190162439124,0.0,0.0,0.43828637974458046,1.0
0,0.5,1.0,0.5211836891200355,0.125,0.16666666666666666,0.5429282407860633,1.0
0,1.0,0.0,0.5801123453070429,0.0,0.8333333333333333,0.5807978374617785,1.0
0,1.0,1.0,,0.125,0.0,0.5118652871156263,1.0
0,1.0,1.0,0.43191636385030885,0.0,0.0,0.4167698439704556,1.0
1,0.0,0.0,0.46725377239986554,0.0,0.0,0.6100415266275235,0.0
0,1.0,0.0,0.31321930524371544,0.375,0.3333333333333333,0.5541822734678037,1.0
1,1.0,1.0,,0.0,0.0,0.600375001533275,1.0
1,1.0,0.0,0.24502580898455945,0.25,0.16666666666666666,0.5172409540933649,0.0
1,0.0,1.0,0.6143343358519379,0.125,0.0,0.6209702814681355,0.0
0,1.0,1.0,0.4232560095587681,0.0,0.0,0.42845836148554584,1.0
1,0.0,1.0,0.6571603408131788,0.0,0.0,0.5744411836158962,0.0
0,1.0,1.0,,0.0,0.0,0.3774141876810806,1.0
1,1.0,0.0,0.4586669572844901,0.0,0.0,0.3774141876810806,1.0
0,1.0,1.0,,0.0,0.0,0.42845836148554584,1.0
1,0.5,0.0,0.4106276074984845,0.0,0.16666666666666666,0.5261635414246925,1.0
0,1.0,1.0,0.4406421050138048,0.0,0.0,0.4568829539507213,1.0
1,1.0,0.0,,0.0,0.0,0.4135619907194409,0.5
0,1.0,0.0,0.4106276074984845,0.0,0.0,0.3129234508160277,0.5
0,0.5,1.0,0.46725377239986554,0.25,0.0,0.6173277077533108,1.0
0,1.0,1.0,,0.0,0.0,0.42845836148554584,1.0
0,1.0,0.0,0.5274190162439124,0.125,0.16666666666666666,0.5067685847733391,0.5
0,0.5,1.0,0.4586669572844901,0.0,0.0,0.4895936900036676,1.0
0,0.0,1.0,0.6660784882775902,0.0,0.3333333333333333,0.6599819216588341,0.0
1,0.0,1.0,0.6253579602329997,0.25,0.0,0.6677085201554864,1.0
0,1.0,1.0,0.5747675236527549,0.0,0.0,0.3464032120058173,0.0
0,0.0,1.0,0.60820229008468,0.0,0.0,0.5319684336281967,1.0
0,1.0,1.0,0.5536170408806728,0.0,0.0,0.37464203975759114,1.0
1,1.0,1.0,0.43191636385030885,0.125,0.0,0.43828637974458046,1.0
0,0.5,1.0,0.5274190162439124,0.25,0.0,0.6173277077533108,1.0
0,0.5,1.0,0.4768319267563671,0.0,0.0,0.4895936900036676,1.0
0,1.0,1.0,,0.0,0.0,0.4064512868764628,1.0
0,1.0,1.0,0.5893723924921064,0.0,0.0,0.4483469373725304,1.0
1,0.0,0.0,,0.125,0.0,0.5916289642426651,1.0
1,0.5,0.0,0.5747675236527549,0.125,0.16666666666666666,0.5777444618916184,1.0
0,0.0,1.0,0.5211836891200355,0.125,0.0,0.5916289642426651,1.0
0,0.5,1.0,0.7315857305611914,0.0,0.0,0.4740870124718861,1.0
1,0.5,1.0,0.5211836891200355,0.0,0.0,0.4895936900036676,1.0
0,0.5,1.0,,0.0,0.0,0.0,1.0
0,1.0,1.0,0.4106276074984845,0.0,0.0,0.4064512868764628,1.0
0,1.0,1.0,0.47276785789536313,0.0,0.0,0.4483469373725304,1.0
1,1.0,0.0,0.4106276074984845,0.0,0.0,0.4693686304007567,1.0
0,1.0,0.0,0.5893723924921064,0.125,1.0,0.5850006231744665,1.0
1,0.0,1.0,0.5536170408806728,0.0,0.16666666666666666,1.0,0.0
0,1.0,0.0,,0.0,0.0,0.45537145844704324,0.5
1,0.0,1.0,0.4903222603754447,0.0,0.0,0.6209702814681355,0.0
0,1.0,1.0,0.43191636385030885,0.0,0.0,0.4636489943833542,1.0
0,1.0,1.0,0.3784950149820745,0.625,0.3333333333333333,0.5850006231744665,1.0
0,0.5,1.0,0.6767077140108874,0.125,0.16666666666666666,0.5777444618916184,1.0
0,0.5,1.0,0.4768319267563671,0.125,0.3333333333333333,0.5828794417891092,0.0
0,1.0,1.0,0.3784950149820745,0.5,0.16666666666666666,0.5807978374617785,1.0
0,1.0,1.0,0.4232560095587681,0.0,0.0,0.47012015491505177,1.0
0,1.0,1.0,0.4106276074984845,0.0,0.0,0.4117376275840675,1.0
1,0.0,0.0,0.38317906865728846,0.0,0.16666666666666666,0.6974214780639667,1.0
1,0.0,1.0,0.5211836891200355,0.125,0.0,0.603302262933625,1.0
1,1.0,0.0,0.3400180783317568,0.0,0.16666666666666666,0.4954056890453287,0.0
1,1.0,1.0,,0.0,0.0,0.600375001533275,1.0
0,1.0,1.0,0.4768319267563671,0.0,0.0,0.3464032120058173,0.0
0,0.0,1.0,0.6767077140108874,0.0,0.0,0.5477878099218253,1.0
0,0.5,1.0,0.6383320932000024,0.0,0.0,0.4961343875757615,1.0
0,1.0,1.0,0.5927763772255862,0.0,0.0,0.4483469373725304,1.0
1,1.0,0.0,,0.0,0.0,0.3836826214666587,0.5
0,0.0,1.0,0.6193881876825791,0.125,0.16666666666666666,0.656249213797818,0.0
0,1.0,1.0,0.5846442367504481,0.0,0.0,0.38008805088651243,1.0
1,0.0,0.0,0.4106276074984845,0.125,0.0,0.7112289157385866,0.0
1,0.0,1.0,0.5461549750624424,0.0,0.0,0.5448043910802258,1.0
0,1.0,0.0,0.4106276074984845,0.0,0.16666666666666666,0.49951692650738605,0.0
0,1.0,1.0,0.4768319267563671,0.0,0.0,0.3854143169920256,0.5
0,1.0,1.0,0.48398492157353723,0.125,0.0,0.4167698439704556,1.0
0,0.5,1.0,0.5683943213256837,0.0,0.0,0.5373931885097546,1.0
1,0.5,0.0,0.5987240403310208,0.0,0.0,0.4961343875757615,1.0
1,0.0,1.0,0.5846442367504481,0.0,0.0,0.5448043910802258,1.0
